"game_id","play_id","play_out","reached_base_on_error","error","fielding_chance","launch_angle","exit_velocity","fielder_angle","fielder_distance","fielder_burst_distance","fielder_reaction_distance","fielder_routing_distance","fielder_jump_distance","start_player_angle","end_player_angle","start_player_position","end_player_position","fielding_zone"
717179,"17996645-7e9d-40fa-bdca-2fe01492aa0d",1,0,0,1,-25.597094,90.593521,-131.068,18.24,12.379,3.127,3.424,11.906,-36.945,-36.942,132.524,132.523,Back
717179,"213f2fa4-a566-40ab-9fbc-daeb9fc80f2d",2,0,0,1,-15.819751,78.084128,135.066,58.759,26.435,7.088,1.792,31.271,-34.277,-34.259,108.815,108.801,Standard Back
717179,"4b32275d-b608-449e-aa80-4f5e468ff263",1,0,0,1,-14.555188,97.876350,,6.198,9.496,2.191,2.206,9.348,-34.685,-34.692,121.821,121.79,Standard Back
717179,"4c7088d4-7f8e-4f9a-b829-1807e6d32ccc",2,0,0,1,-4.060342,102.033881,-31.363,51.528,19.916,7.95,1.387,26.045,-34.68,-34.706,121.618,121.58,Standard Back
717179,"5e2cfe93-a0b3-422f-8247-3b83f301106e",1,0,0,1,3.354306,41.104402,-11.242,70.17,24.328,7.182,1.331,29.752,-27.267,-27.662,113.729,113.133,Standard Back
717179,"8edb7f12-0b80-4ecd-93ff-1ff9e3416c8c",0,0,1,1,,,15.322,26.006,,,,,,,,,
717179,b8c18a0f-4514-402c-a722-0ee3525118bc,1,0,0,1,-8.362124,89.873971,-12.284,16.852,11.73,7.745,2.894,16.115,-36.495,-36.468,132.693,132.718,Back
717179,d01ce028-9ab4-4738-85b2-cff73366946f,1,0,0,1,68.865269,88.098835,,,2.082,0.905,1.613,1.363,-36.589,-40.541,132.302,138.122,Back
717179,dbbbba85-3af7-41c2-8958-f0b0aa665bd5,1,0,0,1,-11.182198,52.660833,39.524,23.502,17.02,5.508,1.774,20.369,-21.943,-21.929,130.269,130.253,Back
717179,fd4198db-44f2-4665-9520-203970d5c59f,1,0,0,1,-32.705682,84.560716,60.946,69.684,22.857,7.209,1.001,28.597,-36.703,-36.702,130.953,130.948,Back
717181,"1a29f643-c615-43fb-a7da-c2fe3b9fe371",1,0,0,1,-19.309276,85.742462,-29.381,24.108,16.493,9.247,2.733,22.535,-34.513,-34.516,114.618,114.58,Standard Back
717181,"9c93e1e0-6045-4416-a07d-319f41dc30a7",1,0,0,1,9.823791,78.026257,96.935,26.718,9.98,0.712,1.245,9.41,-36.628,-36.689,127.137,126.939,Standard Back
717181,a6b93e7f-8ccc-4f3e-b298-61b62112b1cd,1,0,0,1,3.119596,76.507267,127.601,37.528,18.961,3.144,2.148,19.75,-36.117,-35.766,117.956,117.937,Standard Back
717181,fb9c5af6-97c3-40a6-84c2-b4f8dfe2b772,1,0,0,1,-38.174072,66.705979,0.094,74.76,28.708,8.737,2.077,34.882,-33.779,-33.784,119.29,119.256,Standard Back
717184,"24d1f75f-228a-4331-93f9-894524273e1a",1,0,0,1,-56.252657,70.779133,-2.885,86.934,26.978,8.18,4.659,30.061,-36.119,-36.119,97.607,97.607,Standard In
717184,"3e8e8b13-6dab-40c9-8aa4-42cdca63736f",1,0,0,1,59.114420,69.701551,175.874,20.888,19.21,2.869,2.909,18.96,-36.446,-36.449,131.77,153.117,Back
717184,"9231eb4f-c41e-4cc2-8625-c770e0fa0e74",2,0,0,1,0.128129,105.622920,109.824,49.797,23.182,6.192,1.14,27.887,-20.529,-20.518,130.318,130.312,Back
717184,c5626e17-fa63-4c9b-b2ee-be757eb532da,1,0,0,1,1.141914,99.343011,111.777,23.899,7.651,9.203,0.826,15.557,-36.908,-36.507,103.198,102.973,Standard Back
717184,e5bc4cb4-9de6-4c88-9e7c-0363e483348a,1,0,0,1,-47.336027,53.708165,48.108,82.595,27.202,4.844,1.348,30.351,-21.218,-21.223,137.463,137.448,Back
717185,"121c755a-292b-49e0-b80a-e421a8853693",2,0,0,1,-8.170878,72.820184,34.156,33.027,8.53,6.291,3.092,11.463,-36.483,-36.544,116.372,116.122,Standard Back
717185,"36f66d17-c7b0-4d89-a7d0-7e18a7113f28",1,0,0,1,-10.967721,98.969691,,28.842,7.789,5.887,8.799,4.649,-34.82,-34.816,126.827,126.845,Standard Back
717185,"66b45f81-647a-4538-bdfc-50f7ca1f1a8c",1,0,0,1,4.430610,88.033191,15.021,40.775,,,,,-37.04,-36.832,117.36,117.103,Standard Back
717185,"83734b35-aa35-46c0-a81b-dd00264ee666",1,0,0,1,-4.791920,107.869796,111.546,10.443,9.73,7.073,0.866,15.538,-36.648,-36.627,124.173,124.189,Standard Back
717185,"94da0e53-7c32-429a-a951-3b605b1917cd",1,0,0,1,65.155451,91.124719,-77.454,77.223,26.539,7.844,2.783,31.215,-23.499,-46.305,130.789,172.084,Back
717185,cd73dc14-7588-4d43-8e98-4439e7d0ae2d,1,0,0,1,-26.193654,70.413197,44.624,41.442,8.981,3.984,3.252,9.615,-38.035,-38.081,114.807,114.719,Standard Back
717185,ee564d4f-2386-421a-bbc8-5141a9f99e73,1,0,0,1,-35.360080,57.450593,74.667,46.081,24.018,7.647,2.104,29.156,-39.22,-39.242,119.49,119.431,Standard Back
717186,"0350c145-cdb2-4b11-b416-e627802f8fe0",1,0,0,1,-5.646876,79.703998,112.348,61.897,28.258,9.746,1.667,35.762,-35.457,-35.483,123.652,123.655,Standard Back
717186,"2ea6fee5-21b6-4d42-b162-848582a28bb2",1,0,0,1,-42.400501,83.326948,82.439,46.374,23.283,7.396,1.726,28.533,-35.321,-35.321,97.619,97.619,Standard In
717186,"3dd5e688-f63c-4bd3-a158-fe1606d636cd",1,0,0,1,-6.278603,91.798722,112.493,84.591,24.373,7.158,2.748,28.373,-37.897,-37.941,123.535,123.571,Standard Back
717186,"512fbd06-886a-440c-9209-279468962a79",1,0,0,1,-15.279936,73.597749,127.012,16.307,11.336,3.873,1.657,13.414,-32.93,-32.954,90.517,90.505,Standard In
717186,"57dd2bfb-a375-4463-924b-0e074d763386",1,0,0,1,-5.009133,88.635686,104.37,47.473,21.746,8.514,1.907,27.86,-37.471,-37.475,129.499,129.352,Standard Back
717186,"5840450c-2f5d-410c-8ba6-4ccb03cb2926",1,0,0,1,-13.961739,108.309088,133.503,36.284,12.034,6.73,2.39,16.079,-37.572,-37.572,126.147,126.118,Standard Back
717186,"81edfe9e-fe75-42d8-9758-f4db663cd241",1,0,0,1,79.630364,77.984514,-23.82,113.636,33.373,8.924,1.251,40.526,-20.239,-73.633,136.193,82.239,Back
717186,"9970632e-0d65-4ac1-b992-4a1d7e030206",1,0,0,1,5.944470,87.269042,29.515,49.117,14.824,1.98,1.496,15.268,-34.606,-34.778,101.979,101.334,Standard Back
717186,cc797777-3c58-4330-aaae-f03869a9e778,1,0,0,1,-6.254857,71.982865,129.815,17.867,11.317,2.75,1.289,12.677,-34.848,-34.903,90.911,90.883,Standard In
717187,"2eede68e-cb94-42f0-8a3d-1837bf74d055",1,0,0,1,-44.205662,80.745676,84.997,63.089,17.862,8.038,3.791,21.68,-34.116,-34.116,116.225,116.225,Standard Back
717187,"7cc6d5d8-5562-4455-bcd4-63e0399493e9",2,0,0,1,-3.812453,90.713907,,4.482,4.731,6.444,4.913,5.961,-38.544,-38.525,110.266,110.114,Standard Back
717187,"8e531fef-14d0-45c6-bc8d-bd8a9b52d9fb",1,0,0,1,-0.211420,96.676489,127.426,46.485,13.931,5.631,1.688,17.553,-35.355,-35.551,119.551,119.49,Standard Back
717187,d2d205dc-9737-4dcc-a578-323351859ec3,2,0,0,1,-14.382237,89.619565,,,5.269,3.405,7.462,1.109,-32.909,-32.93,115.699,115.603,Standard Back
717188,"249eb32c-a106-41ab-8999-e7d8f1f9b0ef",1,0,0,1,75.748254,77.758483,16.532,25.603,14.59,2.821,1.926,15.362,-32.129,-45.166,108.165,82.72,Standard Back
717188,"8a90f6b5-db3e-494a-97d8-9db774a99889",1,0,0,1,70.489942,80.039200,,9.767,6.39,5.593,1.647,10.071,-23.772,-32.629,117.687,126.612,Standard Back
717188,a266a3a3-2e9c-4e8a-af9f-209dc7d56516,1,0,0,1,2.933219,86.775802,136.261,52.927,22.503,8.934,2.747,28.235,-38.254,-37.618,111.449,111.445,Standard Back
717188,ac654503-580d-41d9-b713-0d15648c1be6,1,0,0,1,-49.754317,58.849041,17.446,12.038,12.624,4.268,2.059,14.562,-37.448,-37.442,114.827,114.843,Standard Back
717189,"055b2824-696b-4b5a-961c-6c2676059a06",1,0,0,1,-40.538250,99.259716,52.544,74.212,25.923,3.766,2.723,26.749,-25.674,-25.674,114.26,114.26,Standard Back
717189,"0aa9cec6-c3cc-47f1-b63a-ca35f913ca7d",1,0,0,1,67.032038,67.784243,-49.306,33.027,18.904,3.594,1.816,20.386,-26.922,-41.993,127.885,122.937,Standard Back
717189,"0b56f2e1-8e36-4bc5-820a-3c398815ff84",1,0,0,1,58.502149,65.302761,-93.602,76.046,26.729,4.265,2.722,27.933,-28.456,-51.219,94.165,145.917,Standard In
717189,"117701e7-a0b2-487b-90d6-8973218f3af7",1,0,0,1,8.706966,75.622823,,1.03,5.504,2.638,2.071,5.96,-29.491,-28.661,121.287,121.314,Standard Back
717189,"26ff3057-4178-4508-9b08-b9242411956e",1,0,0,1,-6.562498,69.748119,,22.699,13.195,6.554,3.444,16.018,-30.355,-30.375,106.251,106.235,Standard Back
717189,"45828237-7f85-4074-8c7e-7dc64d2c1e58",1,0,0,1,-7.578460,78.761828,60.419,33.197,8.648,3.624,5.505,6.587,-35.84,-35.833,122.434,122.363,Standard Back
717189,"8f4b52f4-82d9-4865-9dd2-e64206948631",1,0,0,1,-34.203894,72.800663,48.535,120.585,30.006,4.796,0.921,33.498,-35.461,-35.464,107.949,107.939,Standard Back
717190,"2886dd38-dc57-4619-9381-06343137ba5b",1,0,0,1,-16.670907,85.632246,135.823,13.915,12.924,3.365,1.509,14.592,-36.426,-36.425,116.815,116.795,Standard Back
717190,"57f9dacc-68ba-413f-aeba-71c83c046ecf",1,0,0,1,-4.961212,92.083893,,11.802,7.968,2.7,1.037,9.552,-27.777,-27.817,88.298,88.243,Standard In
717190,"793aed38-d646-4f35-9fc4-e3f3fd06dfb1",1,0,0,1,-42.475926,83.141136,48.219,64.684,24.978,6.496,1.369,29.649,-35.175,-35.175,113.722,113.722,Standard Back
717191,"095cdb27-1c78-4c1d-958f-5f3eee57aaca",1,0,0,1,36.052279,37.977484,-19.283,29.007,17.321,13.669,1.586,28.891,-17.242,-26.408,102.25,81.635,Standard Back
717191,"379ceab5-93d5-4af0-8a69-23174626625f",1,0,0,1,-9.870578,50.588262,20.104,64.633,21.143,6.867,2.975,24.64,-35.905,-35.83,120.988,120.907,Standard Back
717191,"76b0568a-d462-4796-9ecf-f1f7161df55d",1,0,0,1,-5.782483,87.008489,,9.754,10.462,1.954,1.292,11.047,-37.112,-37.126,121.974,121.859,Standard Back
717191,"9c38831f-0fbe-43f0-ae04-7df314135a13",1,0,0,1,13.427557,75.568710,-15.215,11.184,18.433,7.223,1.931,23.333,-37.995,-42.191,123.67,120.639,Standard Back
717191,d286da04-8a6f-4da3-bf14-1562845a21ce,2,0,0,1,2.411524,91.647150,93.828,26.375,9.339,2.985,1.783,10.334,-37.619,-37.699,120.733,120.991,Standard Back
717191,e7c61ac2-c160-4171-a443-b491222a0856,1,0,0,1,-15.229056,82.330430,,14.403,8.282,2.75,3.19,7.817,-34.476,-34.515,123.939,123.938,Standard Back
717192,"59b8514b-bd89-49a6-a2e7-29c2ad8539fd",0,0,1,1,25.796834,75.308346,41.662,112.728,,,,,-37.332,-33.06,116.633,79.761,Standard Back
717192,"7242c3b4-4ae4-428c-83e1-10d79acfa4ae",1,0,0,1,-11.611293,50.488268,99.808,102.717,23.961,6.685,1.28,28.932,-26.403,-26.397,119.691,119.663,Standard Back
717192,"8267ab0a-6ce1-4ab6-9bdc-faa0f7f1ef56",1,0,0,1,-24.303997,80.701992,50.302,40.892,20.463,5.479,1.122,24.417,-32.664,-32.661,121.247,121.238,Standard Back
717192,c042c0e0-21f4-425e-b051-91781c05ea87,1,0,0,1,76.499883,66.931911,45.771,91.683,26.888,3.65,1.521,28.596,-29.786,1.608,121.605,42.606,Standard Back
717193,"72ae1a11-c24c-474a-89b8-eb185d5c94a1",1,0,0,1,-15.314659,84.412902,21.631,47.979,18.684,4.542,2.066,20.874,-35.482,-35.495,125.074,125.027,Standard Back
717193,"8d91029c-06a2-4de7-86fd-224af08df903",1,0,0,1,77.271649,92.012717,39.677,66.278,18.662,1.948,1.567,18.912,-23.655,2.656,94.523,41.947,Standard In
717193,"95939b17-27d5-4ba3-a773-a188ee8ba968",1,0,0,1,57.868954,50.020128,96.19,18.684,15.139,5.041,0.562,19.259,-21.954,-9.617,109.465,108.069,Standard Back
717193,c271e525-7946-4170-8cbe-bd0dc690eee6,1,0,0,1,25.115889,56.449566,-85.443,24.599,18.556,4.669,1.437,21.44,-17.261,-24.324,136.362,144.575,Back
717194,"0a507fd6-1e83-49aa-bff3-e8d7e66a767a",1,0,0,1,0.608311,100.479685,123.172,30.56,17.636,7.74,1.835,23.132,-32.168,-32.074,127.853,127.919,Standard Back
717194,b4a81df9-ea45-4ca9-af8f-f74372ab5146,1,0,0,1,-8.021921,80.432693,18.352,69.957,13.123,3.377,1.864,14.382,-37.989,-37.963,125.026,124.995,Standard Back
717194,c21e1042-ee9f-44f5-b620-56b16dc18a9c,1,0,0,1,-51.793219,51.157418,30.364,108.156,31.517,9.749,1.159,39.592,-37.432,-37.429,125.603,125.542,Standard Back
717195,"07a11a86-395c-4568-aa9f-8f66988c7f5a",1,0,0,1,-53.378825,77.978991,74.504,29.523,13.867,3.86,0.996,16.568,-34.97,-34.978,127.766,127.737,Standard Back
717195,"98122a42-2145-4874-a189-bc768fec498f",1,0,0,1,1.777655,84.879234,-25.835,19.227,12.88,9.018,0.992,20.427,-34.057,-34.438,126.08,125.297,Standard Back
717195,a5a7355a-de0e-4ad7-a3b2-0e579af8ff8a,1,0,0,1,4.436088,86.005966,121.261,46.692,16.077,2.693,5.26,13.419,-39.243,-39.611,117.207,117.76,Standard Back
717195,bc53aa57-b06b-483d-b2b0-69a911c68baf,1,0,0,1,-0.530756,73.755071,10.281,60.424,22.435,7.45,3.806,26.102,-22.518,-22.66,138.936,138.731,Back
717195,d430c013-2962-4615-b461-41f33ffe2845,1,0,0,1,-31.637745,66.293762,64.169,87.075,27.361,7.331,1.41,32.822,-34.712,-34.712,127.064,127.064,Standard Back
717195,dbb0c92d-6dd7-4bee-8bb3-afcfe4490c7a,1,0,0,1,-6.111481,48.789464,111.849,59.052,26.176,8.228,1.85,32.092,-38.291,-38.282,118.992,119.102,Standard Back
717196,"0e627771-c298-43a3-bbaf-99eeec8e2cfa",1,0,0,1,61.304302,83.231856,-91.613,77.119,25.769,5.883,2.97,28.364,-19.228,-40.412,128.863,180.207,Standard Back
717196,"29fb03dc-0584-4474-847d-50d228d3e6e5",1,0,0,1,-18.031828,97.234358,-6.952,82.574,26.605,7.75,3.986,29.914,-35.519,-35.519,115.947,115.941,Standard Back
717196,"4773b991-2ce9-4dae-a7fc-f85a5c75bcf5",1,0,0,1,6.181963,104.210954,-7.454,46.071,,,,,-28.347,-28.406,113.813,112.867,Standard Back
717196,"641ce400-3569-43e2-8dec-c99688d1de2e",1,0,0,1,-43.472632,83.177258,16.581,24.728,16.798,7.977,4.442,19.878,-36.61,-36.616,107.101,107.076,Standard Back
717196,"991c36ab-ee56-4534-8fea-429ae260575c",1,0,0,1,-26.849726,79.150110,,,2.862,5.581,2.923,5.407,-38.555,-38.584,96.767,96.692,Standard In
717196,"9e4d89a9-880f-457f-8f17-c15c6c97a157",1,0,0,1,9.305302,86.456468,,,1.746,1.879,1.79,1.827,-38.543,-38.705,122.209,121.644,Standard Back
717196,b46a4f88-2c40-4e30-a9c7-2d0d207176ed,1,0,0,1,62.415223,80.906567,-88.947,78.471,28.777,8.521,3.709,33.147,-20.953,-41.89,131.146,184.273,Back
717197,"4adc7d2f-096e-439d-90c9-eed3da958ff9",1,0,0,1,-39.180836,98.188462,9.73,10.014,10.645,4.869,0.913,14.329,-34.776,-34.766,88.301,88.303,Standard In
717197,"6f6a88f6-1b33-4bb9-a76a-a6f3e3d40d46",1,0,0,1,-29.124406,92.404514,12.875,86.564,28.374,7.747,2.748,32.93,-36.403,-36.406,125.75,125.734,Standard Back
717197,"72078a90-fc3b-4701-84d1-4ef3677fb1de",0,0,1,1,-3.913717,68.434950,,,4.196,2.841,5.667,1.339,-27.204,-27.207,91.904,91.929,Standard In
717197,"80537b4a-a6ad-4de5-b5dc-0ff214631e95",1,0,0,1,-10.920617,59.888992,39.076,84.473,25.262,4.641,1.523,28.02,-35.055,-35.047,101.377,101.32,Standard Back
717197,d013f5f2-7084-491f-bbfe-4f85276672b9,1,0,0,1,76.623393,84.868968,-27.254,78.864,9.944,0.777,0.787,9.894,-23.005,-56.696,137.082,102.564,Back
717197,e38f51a5-b6be-496c-a419-623ad5493a70,1,0,0,1,2.494375,94.350182,-19.672,27.522,12.454,8.299,5.629,14.687,-36.426,-36.742,112.516,111.766,Standard Back
717198,"57525634-2328-4773-ae33-0ae74b83ff1c",1,0,0,1,-8.472749,77.409441,130.237,106.339,27.685,7.521,1.489,33.216,-38.326,-38.331,126.208,126.183,Standard Back
717198,"88a2c320-f905-42ef-bb10-1ea97bb0b8ef",1,0,0,1,74.819957,79.030383,-60.303,61.899,24.813,3.447,1.137,26.807,-25.573,-62.343,93.124,104.416,Standard In
717199,"017617c5-8ef5-4f40-b44c-6d5bb7fb31bd",1,0,0,1,0.621293,89.052966,-36.313,29.023,17.52,9.138,7.263,18.969,-35.744,-35.772,132.3,131.943,Back
717199,"400f174b-1694-4ca7-8ba5-6b72e0a870df",2,0,0,1,-3.601221,103.249057,139.526,61.855,23.505,9.15,2.108,30.132,-32.105,-32.024,92.091,92.094,Standard In
717199,"6a740d93-1127-4178-9885-744d5ada7d1c",1,0,0,1,79.451641,82.352773,-3.409,60.538,23.743,2.777,1.436,24.882,-32.139,-65.193,110.478,67.403,Standard Back
717199,"84e825cd-923a-4941-afd2-fa70973da711",1,0,0,1,-8.442774,51.218356,128.681,35.831,25.31,5.947,5.048,25.804,-28.851,-29.047,115.178,115.216,Standard Back
717199,"88021f1c-b947-4544-9e97-34bb45938af6",1,0,0,1,-17.033861,81.552123,121.062,38.284,15.689,3.175,5.599,13.106,-36.782,-36.78,112.436,112.506,Standard Back
717200,"0be91d0d-4b74-4046-b434-040fb9992a16",1,0,0,1,-23.682733,77.287955,55.537,37.3,9.503,7.934,1.828,15.374,-35.321,-35.243,124.109,123.971,Standard Back
717200,fd033ca1-f23a-41ba-9919-258c4b0d9d57,1,0,0,1,-23.452801,88.023283,7.564,35.628,18.626,9.446,4.47,23.204,-35.447,-35.374,125.459,125.34,Standard Back
717201,"0b18d8b2-f33c-4122-851b-9ec856225ee4",0,0,1,1,-5.426515,98.244418,4.601,40.595,11.404,6.105,2.714,14.63,-40.534,-40.531,121.003,120.971,Standard Back
717201,"32c49df3-5bba-4270-b4d1-15639ac3ac0d",1,0,0,1,1.886473,81.968761,96.958,61.902,13.682,7.841,1.522,19.65,-36.507,-36.091,118.689,118.025,Standard Back
717201,"92c69d9a-9257-4d8e-a110-7a3f5721e374",1,0,0,1,-28.140175,84.640756,89.558,36.062,18.357,5.725,1.756,22.052,-36.32,-36.319,118.099,118.083,Standard Back
717201,b38f4260-8e27-4f5c-8712-e3d7cbc44766,1,0,0,1,-47.017789,63.430403,15.939,76.604,28.277,7.398,1.929,33.311,-36.653,-36.648,116.175,116.143,Standard Back
717201,d87d08b5-2622-407f-aa98-c714c71454b5,1,0,0,1,-16.017371,100.930753,115.689,75.029,29.79,9.12,1.459,36.937,-39.322,-39.322,120.547,120.547,Standard Back
717201,e091ca86-008f-41e1-b30f-81cfe3badde6,1,0,0,1,75.369344,86.357632,-19.17,80.566,30.755,8.439,1.321,37.395,-27.684,-66.172,117.104,115.376,Standard Back
717201,fa18c8b9-13b4-44ad-8cdc-65f5db6ff6a0,1,0,0,1,64.819580,83.900897,-99.233,85.704,23.789,5.052,3.281,25.228,-26.28,-40.76,107.182,179.001,Standard Back
717202,"578c7588-af2c-4f20-b4eb-c747b5393680",1,0,0,1,-31.510173,89.889119,,11.436,10.947,3.942,4.004,10.781,-34.362,-34.36,114.157,114.128,Standard Back
717202,"5dd9c9e8-b5b1-4a68-abed-a6587e22a108",0,1,1,1,-34.328979,74.824994,93.662,56.175,27.413,8.35,3.262,32.053,-38.498,-38.545,121.031,120.958,Standard Back
717202,"6c684e05-51de-40f7-bae2-4f9b4683db46",1,0,0,1,-44.373435,85.154357,54.321,75.037,16.553,6.228,6.535,16.038,-37.127,-37.129,119.528,119.528,Standard Back
717202,c9d00cb3-f210-4304-afa8-71ecf1bb5740,1,0,0,1,-34.283360,82.104196,-3.872,27.912,17.64,8.451,0.942,24.705,-35.285,-35.29,123.728,123.708,Standard Back
717202,e2c0f736-355f-4bf5-a2d5-e9e892c14d17,1,0,0,1,-22.716953,46.795291,90.334,71.972,28.227,7.004,2.294,32.446,-37.92,-37.938,122.796,122.782,Standard Back
717202,f90c1e0a-fd32-4ef3-abd8-6d083a3e2b86,1,0,0,1,0.916738,65.948320,86.791,30.163,14.514,6.257,1.791,18.68,-24.974,-24.897,128.431,128.396,Standard Back
717203,"69544298-fb2a-4526-aa3e-70de3e1643d9",2,0,0,1,-3.593157,89.355671,75.425,55.619,10.072,3.663,3.469,10.138,-28.286,-28.56,99.646,99.213,Standard In
717203,"91f3f56c-f749-4ca9-be55-ba4a9c988775",1,0,0,1,61.925391,71.339211,-65.859,53.751,22.707,6.806,3.029,26.149,-29.413,-42.653,115.321,153.764,Standard Back
717203,e7edf244-9a4a-494b-bc3d-334386ceff5e,1,0,0,1,-5.996839,80.470039,99.251,39.912,16.342,5.561,3.092,18.598,-34.186,-34.352,118.349,118.173,Standard Back
717204,"2e7711bc-2a87-4e68-bf51-128e390da150",1,0,0,1,7.774449,90.554977,,4.935,5.481,5.574,0.545,10.285,-21.387,-23.906,138.98,138.391,Back
717204,"58fb1c29-5801-47c3-b208-50fcbdeae9f8",1,0,0,1,8.014624,90.957889,,,1.715,2.086,1.816,1.947,-23.816,-24.509,140.667,140.247,Back
717204,a3a8ffae-dc2f-4f33-9f7a-4ec813cbfd60,1,0,0,1,13.428283,77.016055,,2.053,5.688,3.839,2.793,6.506,-30.373,-28.698,125.668,124.214,Standard Back
717205,"38b0a7d5-22f7-44b7-9371-b8e9e30b918c",1,0,0,1,70.367618,88.688608,-32.918,42.926,19.278,3.114,1.163,21.054,-20.168,-33.562,143.439,124.288,Back
717205,"90d1f81b-1718-4f54-ba36-51a44187fa62",1,0,0,1,-2.929758,81.266364,128.899,72.671,28.99,7.611,1.573,34.56,-25.463,-25.486,130.576,130.478,Back
717205,b398467c-59aa-42fe-b966-c3b642b80138,1,0,0,1,-2.510452,64.727005,50.943,46.037,11.147,9.597,7.561,12.867,-32.915,-32.948,128.111,127.698,Standard Back
717205,d57919da-4d4a-4aa6-a3d9-47d82c715e81,1,0,0,1,75.761728,92.437238,0.164,61.944,24.864,7.352,1.095,30.785,-23.194,-48.327,134.571,87.319,Back
717205,ee2a1d50-1f43-43de-82cc-c747cd524e85,0,1,1,1,-4.838013,98.032200,-20.761,28.697,8.175,8.056,1.323,14.526,-19.752,-19.722,142.902,142.733,Back
717206,"187e2295-7ede-4a1b-983d-234eb9370ea2",1,0,0,1,20.901236,77.448280,-23.002,46.576,,,,,-23.24,-38.356,119.803,96.565,Standard Back
717206,"1d9c8dff-6cbb-4985-8145-96589b2333c9",1,0,0,1,-18.045406,96.346921,118.946,16.881,15.679,5.634,3.584,17.4,-39.118,-39.101,125.106,125.04,Standard Back
717206,"1e8a1112-4abc-4ec4-9ea6-1313b0e7fbb1",1,0,0,1,84.175661,88.227519,10.228,86.675,27.243,4.098,1.064,29.933,-29.122,-78.978,104.119,30.579,Standard Back
717206,"284e7a94-4dd8-483b-99ff-0b1ab5a19e9d",2,0,0,1,0.017815,85.229815,23.415,52.189,6.573,3.854,7.061,3.322,-37.308,-37.287,121.403,121.213,Standard Back
717206,"998903f5-b1f1-4acc-8d0d-7eafd32e59a3",1,0,0,1,-45.642700,82.036948,91.262,111.451,31.402,9.868,1.5,39.265,-36.554,-36.542,126.39,126.356,Standard Back
717207,"0ba59955-9204-44c8-a2ae-3a03c0ce984e",1,0,0,1,12.571349,87.310108,,20.905,,,,,-38.167,-38.503,123.475,115.731,Standard Back
717207,"18a777ee-d6bf-483b-948e-6d9749968ead",1,0,0,1,-42.229276,45.170955,55.52,39.978,23.956,5.241,1.152,27.644,-31.047,-31.057,118.32,118.283,Standard Back
717207,"4adf0098-a6df-4924-94b5-e5eb8a12c35e",1,0,0,1,9.106231,84.077187,,,3.587,1.449,1.162,3.779,-27.416,-27.461,100.407,100.373,Standard Back
717207,"94c2adc0-25d8-4d11-8edf-061577d20b50",1,0,0,1,-7.431208,75.140943,-16.634,26.702,15.276,8.508,5.614,17.831,-34.248,-34.238,122.712,122.65,Standard Back
717208,"08dbdc4e-e3d4-4cec-98a7-525ac5d1aa2c",1,0,0,1,6.681601,100.553197,,1.991,6.186,4.779,2.447,8.313,-32.648,-32.964,93.59,92.109,Standard In
717208,"1973264e-1caa-4d88-a971-17f3c1bf9c66",2,0,0,1,-11.774141,82.321061,104.75,38.953,8.661,3.884,5.633,6.758,-37.786,-37.822,114.794,114.654,Standard Back
717208,"63fa4fe4-0dcf-4ac0-9fca-31535b80049b",1,0,0,1,-14.354766,94.940460,140.655,54.042,23.648,5.433,1.99,26.704,-37.832,-37.833,108.535,108.511,Standard Back
717208,"6a242037-9a90-49ae-8ab5-2a72cd23d96b",2,0,0,1,-7.452383,94.993822,69.805,30.938,10.962,7.81,5.609,12.925,-32.171,-32.273,118.319,117.854,Standard Back
717208,"74a267af-d50c-453d-a106-f7bfd55ea15f",1,0,0,1,-8.098864,79.708569,86.387,37.884,7.456,3.16,5.267,5.23,-37.673,-37.674,116.872,116.798,Standard Back
717208,"85ebf001-6e04-4f0a-ae73-0d6c142ee659",1,0,0,1,-52.629960,74.127459,25.706,130.755,32.136,6.833,1.979,36.532,-37.363,-37.363,116.796,116.778,Standard Back
717208,b28e458c-71f2-416f-bda9-8c21fcc85e93,2,0,0,1,-0.870035,92.885599,60.128,43.134,12.322,8.752,5.941,14.821,-32.596,-32.914,117.524,116.12,Standard Back
717208,bbcc9b8f-30a2-4f5d-b628-63644d720200,1,0,0,1,72.449512,71.572751,-90.96,33.357,18.954,5.26,6.434,17.464,-34.646,-53.068,88.841,101.971,Standard In
717208,c0f14f74-a6bd-4957-aad4-c14c8f4db7ed,0,0,1,1,-6.055360,98.066170,33.162,13.213,10.529,9.878,5.377,14.528,-32.502,-32.686,116.688,116.002,Standard Back
717208,f7671d71-3162-4b3a-9a27-9bda4fc8d463,1,0,0,1,-4.271133,99.298415,2.772,28.48,,,,,-37.563,-37.558,116.116,116.047,Standard Back
717209,"01c70355-f53a-42aa-b127-fb27aff4231b",1,0,0,1,60.316595,71.671729,-110.501,86.404,28.259,3.422,1.246,30.08,-24.463,-42.284,95.454,167.802,Standard In
717209,"1300860c-b34a-4890-a539-80caab08fa12",1,0,0,1,-9.196837,56.479854,75.069,46.236,17.192,5.336,1.51,20.66,-37.242,-37.272,123.379,123.344,Standard Back
717209,"3067eef6-38e2-4f3f-95a0-b752c3339581",1,0,0,1,3.905087,82.466659,122.957,24.758,12.242,3.371,2.007,13.438,-37.778,-37.717,123.34,122.827,Standard Back
717209,afed261c-c4f8-44be-96fe-e3afdcb223d1,1,0,0,1,13.051789,85.625310,,0.801,,,,,-36.948,-39.558,112.841,105.981,Standard Back
